LEVEL,LB_CODE,LB_HAB_FR,CD_HAB,EUNIS
A,A4.2145,Faune et flore encroûtantes avec <em>Spirobranchus triqueter</em> (anciennement <em>Pomatoceros triqueter</em>) et population clairsemée de <em>Alcyonium digitatum</em> sur roche circalittorale exposée à modérément exposée aux vagues,17475,A4.2145-Faune et flore encroûtantes avec <em>Spirobranchus triqueter</em> (anciennement <em>Pomatoceros triqueter</em>) et population clairsemée de <em>Alcyonium digitatum</em> sur roche circalittorale exposée à modérément exposée aux vagues
A,A4.2146,<em>Caryophyllia smithii</em> avec faune et flore encroûtantes sur roche circalittorale modérément exposée aux vagues,17478,A4.2146-<em>Caryophyllia smithii</em> avec faune et flore encroûtantes sur roche circalittorale modérément exposée aux vagues
A,A4.215,Biocénoses à <em>Alcyonium digitatum</em> et faune encroûtante sur paroi verticale de roche circalittorale,10600,A4.215-Biocénoses à <em>Alcyonium digitatum</em> et faune encroûtante sur paroi verticale de roche circalittorale
A,A4.22,Récifs de <em>Sabellaria</em> sur roche circalittorale,4733,A4.22-Récifs de <em>Sabellaria</em> sur roche circalittorale
A,A4.221,Encroûtement à <em>Sabellaria spinulosa</em> sur roche circalittorale,10608,A4.221-Encroûtement à <em>Sabellaria spinulosa</em> sur roche circalittorale
A,A4.2211,<em>Sabellaria spinulosa</em> avec tapis de bryozoaires et de balanes sur roche circalittorale envasée en eau turbide,17493,A4.2211-<em>Sabellaria spinulosa</em> avec tapis de bryozoaires et de balanes sur roche circalittorale envasée en eau turbide
A,A4.2212,"<em>Sabellaria spinulosa</em>, Didemnidés et petites ascidies sur roche circalittorale soumise aux courants de marée et modérément exposée aux vagues",17495,"A4.2212-<em>Sabellaria spinulosa</em>, Didemnidés et petites ascidies sur roche circalittorale soumise aux courants de marée et modérément exposée aux vagues"
A,A4.23,Biocénoses sur roche tendre circalittorale,4738,A4.23-Biocénoses sur roche tendre circalittorale
A,A4.231,Pholades avec faune associée clairsemée sur de la craie très tendre ou de l'argile subtidale,10612,A4.231-Pholades avec faune associée clairsemée sur de la craie très tendre ou de l'argile subtidale
A,A4.232,Tubes de <em>Polydora</em> sp. sur roche tendre subtidale modérément exposée,10622,A4.232-Tubes de <em>Polydora</em> sp. sur roche tendre subtidale modérément exposée
A,A4.233,Paroi rocheuse calcaire verticale subtidale creusée par <em>Hiatella</em>,10623,A4.233-Paroi rocheuse calcaire verticale subtidale creusée par <em>Hiatella</em>
A,A4.24,Moulières sur roche circalittorale,4743,A4.24-Moulières sur roche circalittorale
A,A4.241,Moulières à <em>Mytilus edulis</em> avec hydraires et ascidies sur roche circalittorale soumise aux courants de marée et exposée à modérément exposée aux vagues,10639,A4.241-Moulières à <em>Mytilus edulis</em> avec hydraires et ascidies sur roche circalittorale soumise aux courants de marée et exposée à modérément exposée aux vagues
A,A4.242,Moulières à <em>Musculus discors</em> sur roche circalittorale modérément exposée,10653,A4.242-Moulières à <em>Musculus discors</em> sur roche circalittorale modérément exposée
A,A4.25,Biocénoses faunistiques circalittorales en milieu à salinité variable,4748,A4.25-Biocénoses faunistiques circalittorales en milieu à salinité variable
A,A4.251,Tapis d'éponges et hydraires sur roche circalittorale abritée soumise aux courants de marée en eau turbide,10655,A4.251-Tapis d'éponges et hydraires sur roche circalittorale abritée soumise aux courants de marée en eau turbide
A,A4.2511,"Tapis d'éponges, hydraires et ascidies sur roche circalittorale abritée soumise aux courants de marée en eau turbide",17499,"A4.2511-Tapis d'éponges, hydraires et ascidies sur roche circalittorale abritée soumise aux courants de marée en eau turbide"
A,A4.2512,Tapis d'éponges et hydraires sur roche circalittorale abritée soumise aux courants de marée en eau turbide à salinité variable,17500,A4.2512-Tapis d'éponges et hydraires sur roche circalittorale abritée soumise aux courants de marée en eau turbide à salinité variable
A,A4.252,"<em>Halichondria bowerbanki</em>, <em>Eudendrium arbuscula</em> et <em>Eucratea loricata</em> sur substrat hétérogène circalittoral soumis aux courants de marée en milieu à salinité réduite",10672,"A4.252-<em>Halichondria bowerbanki</em>, <em>Eudendrium arbuscula</em> et <em>Eucratea loricata</em> sur substrat hétérogène circalittoral soumis aux courants de marée en milieu à salinité réduite"
A,A4.26,Biocénoses coralligènes méditerranéennes modérément exposées à l'hydrodynamisme,4753,A4.26-Biocénoses coralligènes méditerranéennes modérément exposées à l'hydrodynamisme
A,A4.261,Association à <em>Cystoseira zosteroides</em>,10673,A4.261-Association à <em>Cystoseira zosteroides</em>
A,A4.262,Association à <em>Cystoseira usneoides</em>,10674,A4.262-Association à <em>Cystoseira usneoides</em>
A,A4.265,Association à <em>Sargassum</em> spp.,10677,A4.265-Association à <em>Sargassum</em> spp.
A,A4.266,Association à <em>Mesophyllum lichenoides</em>,10678,A4.266-Association à <em>Mesophyllum lichenoides</em>
A,A4.267,Bioconcrétion algale à <em>Lithophyllum stictaeforme</em> (anciennement <em>Lithophyllum frondosum</em>) et <em>Halimeda tuna</em>,10679,A4.267-Bioconcrétion algale à <em>Lithophyllum stictaeforme</em> (anciennement <em>Lithophyllum frondosum</em>) et <em>Halimeda tuna</em>
A,A4.269,Faciès à <em>Eunicella cavolini</em>,10689,A4.269-Faciès à <em>Eunicella cavolini</em>
A,A4.26A,Faciès à <em>Eunicella singularis</em>,10690,A4.26A-Faciès à <em>Eunicella singularis</em>
A,A4.26B,Faciès à <em>Paramuricea clavata</em>,10691,A4.26B-Faciès à <em>Paramuricea clavata</em>
A,A4.26C,Faciès à <em>Parazoanthus axinellae</em>,10692,A4.26C-Faciès à <em>Parazoanthus axinellae</em>
A,A4.26D,Plateformes coralligènes,10693,A4.26D-Plateformes coralligènes
A,A4.27,Biocénoses faunistiques sur roche du circalittoral profond sous hydrodynamisme modéré,4754,A4.27-Biocénoses faunistiques sur roche du circalittoral profond sous hydrodynamisme modéré
A,A4.3,Roche circalittorale de l'Atlantique et de la Méditerranée sous faible hydrodynamisme,1612,A4.3-Roche circalittorale de l'Atlantique et de la Méditerranée sous faible hydrodynamisme
A,A4.31,Biocénoses à brachiopodes et ascidies sur roche circalittorale,4755,A4.31-Biocénoses à brachiopodes et ascidies sur roche circalittorale
A,A4.311,"Ascidies solitaires, dont <em>Ascidia mentula</em> et <em>Ciona intestinalis</em>, sur roche circalittorale abritée",10536,"A4.311-Ascidies solitaires, dont <em>Ascidia mentula</em> et <em>Ciona intestinalis</em>, sur roche circalittorale abritée"
A,A4.3111,"Ascidies solitaires, dont <em>Ascidia mentula</em> et <em>Ciona intestinalis</em>, avec <em>Antedon</em> spp. sur roche circalittorale abritée",17467,"A4.3111-Ascidies solitaires, dont <em>Ascidia mentula</em> et <em>Ciona intestinalis</em>, avec <em>Antedon</em> spp. sur roche circalittorale abritée"
A,A4.3112,Population dense d'ophiures avec population clairsemée de <em>Ascidia mentula</em> et <em>Ciona intestinalis</em> sur substrat hétérogène abrité circalittoral,17469,A4.3112-Population dense d'ophiures avec population clairsemée de <em>Ascidia mentula</em> et <em>Ciona intestinalis</em> sur substrat hétérogène abrité circalittoral
A,A4.312,Grandes ascidies solitaires et éponges dressées sur roche circalittorale abritée,10562,A4.312-Grandes ascidies solitaires et éponges dressées sur roche circalittorale abritée
A,A4.313,"<em>Antedon</em> spp., ascidies solitaires et fins hydraires sur roche abritée circalittorale",10572,"A4.313-<em>Antedon</em> spp., ascidies solitaires et fins hydraires sur roche abritée circalittorale"
A,A4.314,<em>Novocrania anomala</em> et <em>Protanthea simplex</em> sur roche abritée circalittorale,10581,A4.314-<em>Novocrania anomala</em> et <em>Protanthea simplex</em> sur roche abritée circalittorale
A,A4.3141,<em>Novocrania anomala</em> et <em>Protanthea simplex</em> sur roche circalittorale très abritée,17479,A4.3141-<em>Novocrania anomala</em> et <em>Protanthea simplex</em> sur roche circalittorale très abritée
A,A4.3142,"<em>Novocrania anomala</em>, <em>Dendrodoa grossularia</em> et <em>Sarcodictyon roseum</em> sur roche circalittorale en milieu à salinité variable",17480,"A4.3142-<em>Novocrania anomala</em>, <em>Dendrodoa grossularia</em> et <em>Sarcodictyon roseum</em> sur roche circalittorale en milieu à salinité variable"
A,A4.32,Biocénoses coralligènes méditerranéennes abritées de l'action hydrodynamique,4734,A4.32-Biocénoses coralligènes méditerranéennes abritées de l'action hydrodynamique
A,A4.321,Association à <em>Rodriguezella strafforellii</em>,10601,A4.321-Association à <em>Rodriguezella strafforellii</em>
A,A4.322,Faciès à <em>Leptogorgia sarmentosa</em>,10602,A4.322-Faciès à <em>Leptogorgia sarmentosa</em>
A,A4.33,Biocénoses faunistiques sur roche du circalittoral profond sous faible hydrodynamisme,4735,A4.33-Biocénoses faunistiques sur roche du circalittoral profond sous faible hydrodynamisme
A,A4.7,Habitats rocheux circalittoraux particuliers,1608,A4.7-Habitats rocheux circalittoraux particuliers
A,A4.71,Biocénoses circalittorales de grottes et de surplombs,4736,A4.71-Biocénoses circalittorales de grottes et de surplombs
A,A4.711,"Éponges, scléractiniaires et anthozoaires sur roche circalittorale ombragée ou en surplomb",10613,"A4.711-Éponges, scléractiniaires et anthozoaires sur roche circalittorale ombragée ou en surplomb"
A,A4.712,Grottes et surplombs à <em>Parazoanthus axinellae</em>,10614,A4.712-Grottes et surplombs à <em>Parazoanthus axinellae</em>
A,A4.713,Grottes et surplombs à <em>Corallium rubrum</em>,10615,A4.713-Grottes et surplombs à <em>Corallium rubrum</em>
A,A4.714,Grottes et surplombs à <em>Leptopsammia pruvoti</em>,10616,A4.714-Grottes et surplombs à <em>Leptopsammia pruvoti</em>
A,A4.715,Grottes et conduits à obscurité totale (incluant les grottes sans lumière ni eau en mouvement aux étages supérieurs),10617,A4.715-Grottes et conduits à obscurité totale (incluant les grottes sans lumière ni eau en mouvement aux étages supérieurs)
A,A4.72,Biocénoses faunistiques circalittorales de type « salissure »,4739,A4.72-Biocénoses faunistiques circalittorales de type « salissure »
A,A4.721,<em>Alcyonium digitatum</em> et <em>Metridium senile</em> sur des épaves d'acier modérément exposées aux vagues dans le circalittoral,10624,A4.721-<em>Alcyonium digitatum</em> et <em>Metridium senile</em> sur des épaves d'acier modérément exposées aux vagues dans le circalittoral
A,A4.722,<em>Ascidiella aspersa</em> sur substrats artificiels circalittoraux,10625,A4.722-<em>Ascidiella aspersa</em> sur substrats artificiels circalittoraux
A,A5,Sédiment subtidal,582,A5-Sédiment subtidal
A,A5.1,Sédiment grossier subtidal,1609,A5.1-Sédiment grossier subtidal
A,A5.12,Sédiment grossier en milieu à salinité variable (estuaires),4745,A5.12-Sédiment grossier en milieu à salinité variable (estuaires)
A,A5.13,Sédiment grossier infralittoral,4746,A5.13-Sédiment grossier infralittoral
A,A5.131,Faune clairsemée sur galets et cailloutis mobiles subtidaux,10645,A5.131-Faune clairsemée sur galets et cailloutis mobiles subtidaux
A,A5.132,<em>Halcampa chrysanthellum</em> et <em>Edwardsia timida</em> sur gravier propre subtidal,10656,A5.132-<em>Halcampa chrysanthellum</em> et <em>Edwardsia timida</em> sur gravier propre subtidal
A,A5.133,<em>Moerella</em> spp. et bivalves vénéridés dans du sable graveleux infralittoral,10657,A5.133-<em>Moerella</em> spp. et bivalves vénéridés dans du sable graveleux infralittoral
A,A5.134,"<em>Hesionura elongata</em>, <em>Microphthalmus similis</em> et autres polychètes interstitiels dans du sable grossier mobile infralittoral",10665,"A5.134-<em>Hesionura elongata</em>, <em>Microphthalmus similis</em> et autres polychètes interstitiels dans du sable grossier mobile infralittoral"
A,A5.135,<em>Glycera lapidum</em> dans du gravier et du sable mobiles infralittoraux à biocénose appauvrie,10666,A5.135-<em>Glycera lapidum</em> dans du gravier et du sable mobiles infralittoraux à biocénose appauvrie
A,A5.136,Cumacées et <em>Chaetozone setosa</em> dans du sable graveleux infralittoral,10680,A5.136-Cumacées et <em>Chaetozone setosa</em> dans du sable graveleux infralittoral
A,A5.137,Bancs de <em>Lanice conchilega</em> et autres polychètes dans du sable graveleux infralittoral soumis aux courants de marée,10681,A5.137-Bancs de <em>Lanice conchilega</em> et autres polychètes dans du sable graveleux infralittoral soumis aux courants de marée
A,A5.138,Association à rhodolithes sur sables grossiers et fins graviers brassés par les vagues,10682,A5.138-Association à rhodolithes sur sables grossiers et fins graviers brassés par les vagues
A,A5.139,Faciès à <em>Gouania willdenowi</em>,10683,A5.139-Faciès à <em>Gouania willdenowi</em>
A,A5.14,Sédiment grossier circalittoral,4724,A5.14-Sédiment grossier circalittoral
A,A5.141,"<em>Spirobranchus triqueter</em> (anciennement <em>Pomatoceros triqueter</em>), balanes et bryozoaires encroûtants sur galets et cailloutis instables circalittoraux",10546,"A5.141-<em>Spirobranchus triqueter</em> (anciennement <em>Pomatoceros triqueter</em>), balanes et bryozoaires encroûtants sur galets et cailloutis instables circalittoraux"
A,A5.142,"<em>Mediomastus fragilis</em>, <em>Lumbrineris</em> spp. et bivalves vénéridés dans du sable grossier ou du gravier circalittoral",10552,"A5.142-<em>Mediomastus fragilis</em>, <em>Lumbrineris</em> spp. et bivalves vénéridés dans du sable grossier ou du gravier circalittoral"
A,A5.143,<em>Protodorvillea kefersteini</em> et autres polychètes dans du sable graveleux hétérogène circalittoral à biocénose appauvrie,10555,A5.143-<em>Protodorvillea kefersteini</em> et autres polychètes dans du sable graveleux hétérogène circalittoral à biocénose appauvrie
A,A5.144,<em>Neopentadactyla mixta</em> dans du gravier ou du sable grossier coquillier circalittoral,10556,A5.144-<em>Neopentadactyla mixta</em> dans du gravier ou du sable grossier coquillier circalittoral
A,A5.145,<em>Branchiostoma lanceolatum</em> dans du sédiment grossier sablo-graveleux circalittoral,10557,A5.145-<em>Branchiostoma lanceolatum</em> dans du sédiment grossier sablo-graveleux circalittoral
