TRIGRAMME,NOM_VALIDE,CD_NOM
Cosdec2,Cosmarium decorum (F.Gay) de Toni,"648921"
Cosdem,"Cosmarium demangeonii A.Moug., 1887","648922"
Cosden,"Cosmarium dentiferum Corda, 1840","648923"
Cosdenmin,"Cosmarium dentiferum f. minus Huber-Pestalozzi, 1928","648924"
Cosdep,"Cosmarium depauperatum Nordst., 1878","648925"
Cosdep2,"Cosmarium depressum (Nägeli) P.Lundell, 1871","73820"
Cosdepach,"Cosmarium depressum var. achondrum (Boldt) West & G.S.West, 1905","648926"
Cosdepgra,"Cosmarium depressum var. granulatum W.B.Turner, 1893","648927"
Cosdepint,"Cosmarium depressum var. intermedium (Gutw.) Messikommer, 1927","648928"
Cosdeppla,"Cosmarium depressum var. planctonicum Reverdin, 1919","73821"
Cosdic,"Cosmarium dickii Coesel, 1989","648929"
Cosdid,Cosmarium didymochondrum Nordst.,"73822"
Cosdif,"Cosmarium difficile Lütkem., 1892","73823"
Cosdifdil,"Cosmarium difficile var. dilatatum Borge, 1925","648931"
Cosdifmes,"Cosmarium difficile var. messikommeri (Croasdale) Kouwets, 1997","648932"
Cosdifsub,"Cosmarium difficile var. subimpressulum Messikommer, 1927","648933"
Cosdifsub2,"Cosmarium difficile var. sublaeve Lütkem., 1893","73824"
Cosdil,"Cosmarium dilatatum Lütkem., 1960","648934"
Cosdol,"Cosmarium doliforme West & G.S.West, 1896","894986"
Cosedu,"Cosmarium eductum J.Roy & Bisset, 1888","719865"
Coseic,"Cosmarium eichlerianum (Grönblad) Messikommer, 1957","648939"
Cosele,Cosmarium elegantissimum Lund.,"73826"
Coselesub,"Cosmarium elegantissimum var. subsimplex Gronblad, 1926","648940"
Cosexi,Cosmarium exiguum Kirchn.,"73827"
Cosexipre,Cosmarium exiguum var. pressum W. & G. s. West,"73828"
Cosfin,"Cosmarium finlandicum (Grönblad) Prescott, 1981","720325"
Cosfinsub,"Cosmarium finlandicum var. subetchachanense (Grönblad) Prescott, 1981","720326"
Cosfon,"Cosmarium fontigenum Nordst., 1878","648941"
Cosfor,"Cosmarium formosulum Hoff, 1888","73829"
Cosfornat,"Cosmarium formosulum var. nathorstii (Boldt) West & G.S.West, 1908","648943"
Cosfur,"Cosmarium furcatospermum West & G.S.West, 1894","627058"
Cosfurmai,"Cosmarium furcatospermum var. maius Prescott, 1981","894987"
Cosgal,Cosmarium galeritum Nordst.,"73830"
Cosgar,"Cosmarium garrolense J.Roy & Bisset, 1894","73831"
Cosgardim,"Cosmarium garrolense var. dimidio-minor (Gronblad) Willi Krieg. & Gerloff, 1962","648945"
Cosgay,"Cosmarium gayanum De Toni, 1889","648946"
Cosgayebo,"Cosmarium gayanum var. eboracense (West) West & G.S.West, 1912","648947"
Cosgem,"Cosmarium geminatum P.Lundell, 1871","648949"
Cosglosub,"Cosmarium globosum var. subaltum Messikommer, 1935","648955"
Cosgon,"Cosmarium goniodes West & G.S.West, 1895","73833"
Cosgonsub,"Cosmarium goniodes var. subturgidum West & G.S.West, 1902","648956"
Cosgra,"Cosmarium granatum Bréb. ex Ralfs, 1848","73835"
Cosgraala,"Cosmarium granatum var. alatum (Jacobsen) Förster, 1965","648957"
Cosgracon,"Cosmarium granatum var. concavum Lagerh., 1890","648958"
Cosgradel,"Cosmarium granatum var. delpontei Gutw., 1891","648959"
Cosgraelo,"Cosmarium granatum var. elongatum Nordst., 1872","648960"
Cosgranor,"Cosmarium granatum var. nordstedtii Hansg., 1888","648961"
Cosham,"Cosmarium hammeri Reinsch, 1866","73837"
Coshamcro,"Cosmarium hammeri var. croasdale Willi Krieg. & Gerloff, 1962","648962"
Coshampro,"Cosmarium hammeri var. protuberans West & G.S.West, 1896","648963"
Coshay,"Cosmarium haynaldii Schaarschmidt, 1883","648964"
Coshol,"Cosmarium holmiense P.Lundell, 1871","73840"
Cosholatt,"Cosmarium holmiense var. attenuatum Gutw., 1890","648965"
Cosholcon,"Cosmarium holmiense var. constrictum (Gutw.) Willi Krieger & Gerloff, 1965","648966"
Cosholhib,"Cosmarium holmiense var. hibernicum (West) Schmidle, 1894","648967"
Cosholint,"Cosmarium holmiense var. integrum Lundell, 1871","73841"
Cosholint2,"Cosmarium holmiense var. intermedium Gutw., 1896","648968"
Cosholund,"Cosmarium holmiense var. undatum West & G.S.West, 1894","73842"
Coshom,"Cosmarium homalodermum Nordst., 1875","648969"
Coshor,"Cosmarium horizontale (Schmidle) Kouwets, 1997","648970"
Coshor2,"Cosmarium hornavanense Gutw., 1909","648971"
Coshordub,"Cosmarium hornavanense var. dubovianum (Lütkem.) Ruzicka, 1949","999398"
Coshum,"Cosmarium humile Nordst. ex De Toni, 1889","73843"
Coshumdan,"Cosmarium humile var. danicum (Børgesen) Schmidle, 1895","648972"
Coshumgla,"Cosmarium humile var. glabrum Gutw., 1892","648973"
Coshumstr,"Cosmarium humile var. striatum (Boldt) Schmidle, 1895","648974"
Cosimp,"Cosmarium impressulum Elfving, 1881","73844"
Cosimpcre,"Cosmarium impressulum var. crenulatum (Nägeli) Willi Krieger & Gerloff, 1965","999387"
Cosimpsub,"Cosmarium impressulum var. suborthogonum (Racib.) Taft, 1945","648975"
Cosinc,"Cosmarium incertum Schmidle, 1895","648976"
Cosinc2,"Cosmarium inconspicuum West & G.S.West, 1896","648977"
Cosind,"Cosmarium indentatum Grönblad, 1920","648978"
Cosinf,"Cosmarium infirmum Grondblad, 1926","648979"
Cosint,"Cosmarium intermedium Delponte, 1878","648980"
Cosintmaj,"Cosmarium intermedium var. major Irénée-Marie & Hilliard, 1963","720329"
Cosist,"Cosmarium isthmium West, 1890","648981"
Cosist2,"Cosmarium isthmochondrum Nordst., 1873","648982"
Cosistper,"Cosmarium isthmochondrum var. pergranulatum West & G.S.West, 1905","648983"
Cosjao,"Cosmarium jaoi Kouwets, 1998","648985"
Cosjen,"Cosmarium jenisejense Boldt, 1885","648986"
Coskir,"Cosmarium kirchneri Børgesen, 1889","648987"
Coskje,"Cosmarium kjellmanii Wille, 1879","648989"
Coskjegra,"Cosmarium kjellmanii var. grande Wille, 1879","648990"
Coskjeorn,"Cosmarium kjellmanii var. ornatum Wille, 1879","648991"
Coslae,"Cosmarium laeve Rabenh., 1868","73848"
Coslaeafr,"Cosmarium laeve var. africanum Willi Krieg. & Gerloff, 1969","648992"
Coslaecym,"Cosmarium laeve var. cymatium West & G.S.West, 1905","648993"
Coslaepse,"Cosmarium laeve var. pseudooctangulare F.E.Fritsch & M.F.Rich, 1930","648994"
Coslaewes,"Cosmarium laeve var. westii Willi Krieg. & Gerloff, 1969","648995"
Coslag,"Cosmarium lagerheimii Gutw., 1892","648997"
Coslap,"Cosmarium lapponicum Borge, 1913","719869"
Coslei,"Cosmarium leiodermum F.Gay, 1884","648998"
Coslim,"Cosmarium limnophilum Schmidle, 1895","648999"
Coslog,"Cosmarium logiense Bissett, 1884","649000"
Coslor,"Cosmarium lortetianum Rabenh., 1891","649001"
Coslun,"Cosmarium lundellii Delponte, 1877","73849"
Coslunell,Cosmarium lundelii var. ellipticum West,"73850"
Coslunscr,"Cosmarium lundellii f. scrobiculatum Irénée-Marie, 1956","945877"
Coslunbor,"Cosmarium lundellii var. borgei Willi Krieg. & Gerloff, 1962","649003"
Cosluncor,"Cosmarium lundellii var. corruptum (W.B.Turner) West & G.S.West, 1902","999404"
Coslunsub,"Cosmarium lundellii var. subcirculare Messikommer, 1957","649004"
Coslut,"Cosmarium lutetianum Kouwets, 1998","649005"
Cosmag,"Cosmarium magnificum Nordst., 1887","649006"
Cosmagita,"Cosmarium magnificum var. italicum Racib., 1889","649007"
Cosmagmin,"Cosmarium magnificum var. minus Coesel, 1989","894988"
Cosmaj,"Cosmarium majae Strøm, 1922","649008"
Cosmajmar,Cosmarium majae var. martinotti Baier,"649009"
Cosmar,"Cosmarium margaritatum (P.Lundell) J.Roy & Bisset, 1886","625807"
Cosmarmai,"Cosmarium margaritatum f. maius Schmidle, 1901","649010"
Cosmarmin,"Cosmarium margaritatum f. minus (Boldt) West & G.S.West, 1897","649011"
Cosmarsub,"Cosmarium margaritatum f. subrotundatum West & G.S.West, 1912","649012"
Cosmar2,"Cosmarium margaritiferum Menegh. ex Ralfs, 1848","73851"
Cosmarcon,"Cosmarium margaritiferum f. confusum (Cooke) West & G.S.West, 1908","792107"
Cosmarbad,"Cosmarium margaritiferum var. badense (Schmidle) P.F.M.Coesel, 1989","649013"
Cosmen,"Cosmarium meneghinii Bréb. ex Ralfs, 1848","73852"
Cosmendis,"Cosmarium meneghinii var. disjunctum Messikommer, 1957","649014"
Cosmic,"Cosmarium microsphinctum Nordst., 1876","649015"
Cosmiccri,"Cosmarium microsphinctum var. crispulum Nordst., 1876","719888"
Cosmin,"Cosmarium minimum West & G.S.West, 1895","625823"
Cosmon,"Cosmarium moniliforme Ralfs, 1848","73854"
Cosmonpun,"Cosmarium moniliforme var. punctatum Lagerh., 1887","649016"
Cosmon2,"Cosmarium monomazum P.Lundell, 1871","625825"
Cosmongla,"Cosmarium monomazum var. glabrum Hinode, 1952","649017"
Cosmonpol,"Cosmarium monomazum var. polymazum Nordst., 1873","649018"
Cosnae,"Cosmarium naegelianum Bréb., 1856","649019"
Cosnas,"Cosmarium nasutum Nordst., 1872","73856"
Cosnasgra,"Cosmarium nasutum f. granulatum Nordst., 1872","649020"
Cosneo,"Cosmarium neouviellense Kouwets, 1997","649021"
Cosnit,"Cosmarium nitidulum De Not., 1867","73857"
Cosnor,"Cosmarium nordstedtii Delponte, 1878","649022"
Cosnor2,"Cosmarium norimbergense Reinsch, 1867","649023"
Cosnot,"Cosmarium notabile Bréb., 1856","649025"
Cosnothet,"Cosmarium notabile var. heterocrenatum (West & G.S.West) Willi Krieg. & Gerloff, 1965","649026"
Cosnotmed,"Cosmarium notabile var. medium (Gutw.) Willi Krieger & Gerloff, 1965","999408"
Cosnotsub,"Cosmarium notabile var. subnotabile (Wille) Coesel, 2007","894989"
Cosnottra,"Cosmarium notabile var. transiens Insam & Willi Krieg., 1936","719887"
Cosnov,"Cosmarium novae-semliae Wille, 1879","627059"
Cosnovgra,"Cosmarium novae-semliae var. granulatum Schmidle, 1898","649027"
Cosnovsib,"Cosmarium novae-semliae var. sibiricum Boldt, 1885","649028"
Cosnym,"Cosmarium nymannianum Grunow in Rabenh., 1868","649029"
Cosobl,"Cosmarium obliquum Nordst., 1873","73858"
Cosoblcor,"Cosmarium obliquum var. corribsensiforme Messikommer, 1942","649030"
Cosobl2,"Cosmarium oblongum A.W.Bennett, 1886","649031"
Cosobs,"Cosmarium obsoletum (Hantzsch) Reinsch, 1867","73859"
Cosobspun,"Cosmarium obsoletum var. punctatum W.M.Maskell, 1883","649032"
Cosobssit,"Cosmarium obsoletum var. sitvense Gutw., 1902","649033"
Cosobt,"Cosmarium obtusatum (Schmidle) Schmidle, 1898","73860"
Cosobtmin,"Cosmarium obtusatum f. minus Skuja, 1937","649034"
Cosobtbea,"Cosmarium obtusatum var. beanlandii (West & G.S.West) West & G.S.West, 1908","720970"
Cosoce,"Cosmarium ocellatum B.Eichler & Gutw., 1894","792128"
Cosoch,"Cosmarium ochthodes Nordst., 1875","73861"
Cosochamo,"Cosmarium ochthodes var. amoebum West, 1892","649035"
Cosorb,"Cosmarium orbiculatum Ralfs ex Ralfs, 1848","649036"
Cosord,"Cosmarium ordinatum (Børgesen) West & G.S.West, 1896","73862"
Cosordsch,"Cosmarium ordinatum var. schulzii (Messik.) Forster, 1973","999410"
Cosorn,Cosmarium ornatum Ralfs,"73863"
Cosort,"Cosmarium orthogonum Delponte, 1878","649037"
Cosort2,"Cosmarium orthostichum P.Lundell, 1871","649038"
Cosortpum,"Cosmarium orthostichum var. pumilum P.Lundell, 1871","649039"
Cosova,"Cosmarium ovale Ralfs ex Ralfs, 1848","625827"
Cosovapre,"Cosmarium ovale var. prescottii Iréneé-Marie, 1939","649040"
Cosovasub,"Cosmarium ovale var. subglabrum West & G.S.West, 1896","649041"
Cospac,"Cosmarium pachydermum P.Lundell, 1871","73864"
Cospacaet,Cosmarium pachydermum var. aethiopicum W. & G. s. West,"73865"
Cospachex,"Cosmarium pachydermum var. hexagonum Gutw., 1890","649042"
Cospacmin,"Cosmarium pachydermum var. minus Nordst., 1873","649043"
Cospan,"Cosmarium pankakoskii Grönblad, 1947","649044"
Cospar,"Cosmarium parvulum Breb., 1856","73868"
Cosparund,"Cosmarium parvulum var. undulatum Schmidle, 1895","894992"
Cosper,"Cosmarium perforatum P.Lundell, 1871","73869"
Cosperrau,"Cosmarium perforatum var. rauchii Ducelier, 1918","649045"
Cospersku,"Cosmarium perforatum var. skujae Grönblad, 1945","649046"
Cosper2,"Cosmarium pericymatium Nordst., 1875","719890"
Cosperebo,"Cosmarium pericymatium var. eboracense West & G.S.West, 1900","719892"
Cospha,"Cosmarium phaseolus Bréb. ex Ralfs, 1848","73870"
Cosphamin,"Cosmarium phaseolus f. minus Boldt, 1885","649047"
Cosphaele,Cosmarium phaseolus var. elevatum Nordst.,"73871"
Cosphanot,"Cosmarium phaseolus var. notatum (Norstedt) Coesel, 1991","649049"
Cosphasku,"Cosmarium phaseolus var. skujae Willi Krieg. & Gerloff, 1962","649050"
Cosphasub,"Cosmarium phaseolus var. subbireme Racib., 1889","649051"
Cospil,"Cosmarium pileolatum Bréb. ex Comère, 1901","649052"
Cospli,"Cosmarium plicatum Reinsch, 1867","649053"
Cosplu,"Cosmarium pluviale W.Archer in Pritchard, 1861","649054"
Cospok,"Cosmarium pokornyanum (Grunow) West & G.S.West, 1900","650139"
Cospoktri,"Cosmarium pokornyanum var. trigonum (Nordst.) Krieger & Gerloff, 1965","650140"
Cospol,"Cosmarium polonicum Racib., 1884","811580"
Cospolsup,"Cosmarium polonicum var. supranotatum Messik., 1957","811581"
Cospol2,Cosmarium polygonum (Naeg.) Arch.,"73873"
Cospor,"Cosmarium porteanum W.Archer, 1860","650142"
Cosporbra,"Cosmarium porteanum var. brasiliense Wille, 1884","650143"
Cospornep,"Cosmarium porteanum var. nephroideum Wittrock, 1872","650144"
Cospra,"Cosmarium praecisum Borge, 1921","650145"
Cosprasue,"Cosmarium praecisum var. suecicum (Borge) Krieger & Gerloff, 1962","720026"
Cospra2,"Cosmarium praemorsum Bréb., 1856","73875"
Cosprager,"Cosmarium praemorsum var. germanicum Racib., 1889","650146"
Cospro,"Cosmarium prominulum Racib., 1885","73876"
Cosprosub,"Cosmarium prominulum var. subundulatum West & G.S.West, 1894","650147"
Cospro2,"Cosmarium protractum (Nägeli) De Bary, 1858","625829"
Cosprobas,Cosmarium protractum var. basigranulatum Wade,"720385"
Cospro3,"Cosmarium protuberans P.Lundell, 1871","999412"
Cospse,Cosmarium pseudamoenum Wille,"73878"
Cospse2,"Cosmarium pseudarctoum Nordst., 1879","73879"
Cospse3,"Cosmarium pseudobiremum Boldt, 1885","650151"
Cospsemin,"Cosmarium pseudobiremum f. minus Boldt, 1885","793170"
Cospse4,"Cosmarium pseudobotrytis F.Gay, 1884","650152"
Cospsepyr,Cosmarium pseudobotrytis var. pyrenaica F.Gay,"650154"
Cospse5,"Cosmarium pseudocommissurale F.A.C.Kouwets, 1991","650156"
Cospse6,"Cosmarium pseudoconnatum Nordst., 1870","73884"
Cospseell,"Cosmarium pseudoconnatum var. ellipsoideum West & G.S.West, 1902","650157"
Cospseorn,"Cosmarium pseudoconnatum var. ornatum V.Allorge & P.Allorge, 1930","650159"
Cospse7,"Cosmarium pseudoexiguum Racib., 1885","73881"
Cospseang,"Cosmarium pseudoexiguum var. angustatum West & G.S.West, 1908","650160"
Cospse8,"Cosmarium pseudoholmii Borge, 1913","650161"
Cospse9,"Cosmarium pseudonitidulum Nordst., 1873","73885"
Cospserot,"Cosmarium pseudonitidulum var. rotundatum Willi Krieg. & Gerloff, 1965","650162"
Cospseval,"Cosmarium pseudonitidulum var. validum West & G.S.West, 1905","73886"
Cospse10,"Cosmarium pseudoornatum B.Eichler & Gutw., 1894","627095"
Cospse11,"Cosmarium pseudopericymatium Hinode, 1965","650163"
Cospse12,"Cosmarium pseudoprotuberans O.Kirchner, 1878","625833"
Cospsealp,"Cosmarium pseudoprotuberans var. alpinum Racib., 1885","720971"
Cospseina,"Cosmarium pseudoprotuberans var. inapertum Messikommer, 1957","650164"
Cospsekos,"Cosmarium pseudoprotuberans var. kossinskaiae Willi Krieg. & Gerloff, 1965","650165"
Cospsesul,"Cosmarium pseudoprotuberans var. sulcatum (Nordst.) Coesel, 1991","650252"
Cospse13,"Cosmarium pseudopyramidatum P.Lundell, 1871","73882"
Cospselen,"Cosmarium pseudopyramidatum var. lentiferum Taylor, 1934","650166"
Cospsemax,"Cosmarium pseudopyramidatum var. maximum (Børgesen) G.W.Prescott, H.T.Croasdale, W.C.Vinyard & C.E.Bicudo, 1981","650167"
Cospseocu,"Cosmarium pseudopyramidatum var. oculatum Willi Krieg., 1932","650168"
Cospserot2,"Cosmarium pseudopyramidatum var. rotundatum Willi Krieg. & Gerloff, 1965","650169"
Cospse14,"Cosmarium pseudoretusum F.Ducellier, 1918","650170"
Cospseina2,"Cosmarium pseudoretusum var. inaequalipellicum (West & G.S.West) Willi Krieg. & Gerloff, 1962","650171"
Cospse15,"Cosmarium pseudospeciosum Racib., 1892","650172"
Cospse16,"Cosmarium pseudowembaerense Kouwets, 1998","627107"
Cospun,Cosmarium punctatum Nordst.,"650173"
Cospun2,"Cosmarium punctulatum Bréb., 1856","73887"
Cospunrot,"Cosmarium punctulatum var. rotundatum G.A.Klebs, 1879","719901"
Cospunsub,Cosmarium punctulatum var. subpunctulatum (Nordst.) Borg.,"73888"
Cospyc,"Cosmarium pycnochondrum Nordst., 1873","851105"
Cospyg,"Cosmarium pygmaeum W.Archer, 1864","676628"
Cospyo,Cosmarium pyonochondrum Nordst.,"650175"
Cospyr,"Cosmarium pyramidatum Bréb. ex Ralfs, 1848","73890"
Cospyrang,Cosmarium pyramidatum var. angustatum W. & G. s. West,"73891"
Cospyrcon,"Cosmarium pyramidatum var. convexum Willi Krieg. & Gerloff, 1965","650176"
Cospyrste,"Cosmarium pyramidatum var. stenonotum (v) Klebs, 1879","792122"
Cospyrste2,"Cosmarium pyramidatum var. stephanii (Irénée-Marie) Willi Krieg. & Gerloff, 1965","850854"
Cosqua,"Cosmarium quadratulum (F.Gay) De Toni, 1889","73892"
Cosquabol,"Cosmarium quadratulum var. boldtii (Messikommer) Krieger & Gerloff, 1965","650177"
Cosquaeas,"Cosmarium quadratulum var. eastriforme Laporte, 1931","650178"
Cosqua2,"Cosmarium quadratum Ralfs ex Ralfs, 1848","73893"
Cosquawil,"Cosmarium quadratum var. willei (Schmidle) Willi Krieg. & Gerloff, 1969","650179"
Cosqua3,"Cosmarium quadrifarium P.Lundell, 1871","650180"
Cosqua4,"Cosmarium quadrum Lundell, 1871","73895"
Cosquamin,"Cosmarium quadrum var. minus Nordst., 1873","650181"
Cosquasub,"Cosmarium quadrum var. sublatum (Nordst.) West & G.S.West, 1912","999416"
Cosqua5,"Cosmarium quasillus P.Lundell, 1871","650183"
Cosqui,"Cosmarium quinarium P.Lundell, 1871","650184"
Cosral,Cosmarium ralfsii Breb.,"73896"
Cosrec,"Cosmarium rectangulare Grunow, 1868","73898"
Cosreccam,"Cosmarium rectangulare var. cambrense (W.B.Turner) West & G.S.West, 1896","650185"
Cosreccro,"Cosmarium rectangulare var. croasdaleae Förster, 1963","650186"
Cosrechex,"Cosmarium rectangulare var. hexagonum (Elfving) West & G.S.West, 1908","650187"
Cosrec2,"Cosmarium rectosporum Turner, 1893","719905"
Cosref,"Cosmarium refringens W.R.Taylor, 1934","792125"
Cosrefsub,"Cosmarium refringens var. subcoliferum (Grondblad) Willi Krieg. & Gerloff, 1962","792126"
Cosreg,"Cosmarium regnellii Wille, 1884","627018"
Cosregdil,"Cosmarium regnellii var. dilatatum (Messikommer) Willi Krieg. & Gerloff, 1969","650189"
Cosregmin,"Cosmarium regnellii var. minimum Eichler & Gutw., 1894","650190"
Cosregpse,"Cosmarium regnellii var. pseudoregnellii (Messikommer) Willi Krieg. & Gerloff, 1944","650191"
Cosregreg,"Cosmarium regnellii var. regnellii Wille, 1884","720973"
Cosreg2,"Cosmarium regnesii Reinsch, 1866","73901"
Cosregpol,"Cosmarium regnesii var. polonicum (B.Eichler & Gutw.) Compère, 1976","650193"
Cosren,"Cosmarium reniforme (Ralfs) W.Archer, 1874","73902"
Cosrenape,"Cosmarium reniforme var. apertum West & G.S.West, 1908","650195"
Cosrencom,"Cosmarium reniforme var. compressum Nordst., 1887","650196"
Cosrenele,"Cosmarium reniforme var. elevatum West & G.S.West, 1898","720974"
Cosret,"Cosmarium retusiforme (Wille) Gutw., 1890","650199"
Cosretacu,"Cosmarium retusiforme var. acutum (W.B.Turner) Willi Krieg. & Gerloff, 1862","650200"
Cosretafr,"Cosmarium retusiforme var. africanum (F.E.Fritsch) Compère, 1976","650201"
Cosretmor,"Cosmarium retusiforme var. morzinense Laporte, 1931","650202"
Cosret2,"Cosmarium retusum (Perty) Rabenh., 1868","650203"
Cosrot,"Cosmarium rotundatum (F.Gay) De Toni, 1889","650205"
Cosrup,"Cosmarium rupestre (Nägeli) W.Archer in Pritchard, 1861","650206"
Cossco,"Cosmarium scoticum West & G.S.West, 1894","719909"
Cossex,"Cosmarium sexangulare P.Lundell, 1871","625839"
Cossexmin,"Cosmarium sexangulare var. minus Roy & Bisset, 1886","625837"
Cossex2,"Cosmarium sexnotatum Gutw., 1892","625841"
Cossexbip,"Cosmarium sexnotatum var. bipunctatum (Wo?osz.) Coesel, 1989","650207"
Cossexden,"Cosmarium sexnotatum var. denotatum Gronblad, 1821","650208"
Cossextri,"Cosmarium sexnotatum var. tristriatum (Lütkem.) Schmidle, 1895","650209"
Cossim,Cosmarium simplex (F.Gay) De Toni,"650210"
Cossim2,"Cosmarium simplicius (West & G.S.West) Grönblad, 1931","650211"
Cossimpue,"Cosmarium simplicius var. puerile Kouwets, 1997","650213"
Cossin,Cosmarium sinostegos Schaarschmidt,"73905"
Cossinobt,Cosmarium sinostegos var. obtusius Gutw.,"73906"
Cossmo,"Cosmarium smolandicum P.Lundell, 1871","625843"
Cosspa,"Cosmarium sparsepunctatum (Schmidle) West & G.S.West, 1897","650214"
Cosspe,"Cosmarium speciosissimum Schmidle, 1895","650215"
